LABEL,QoE,QoE_std,q_mean,q_std,r_mean,r_std,s_mean,s_std
BOLA,0.855508834354672,1.8291862121434832,1.408151207140796,0.6139241947156716,0.23227233347672233,0.917662678784377,0.3005274513098504,0.08868267375387286
RobustMPC,0.733823427597717,2.1595521646202656,1.4298042676801301,0.6451872884462874,0.4760595230829626,1.0642294306562585,0.18773329092504407,0.09051595319158422
MERINA,0.850634894039933,1.9977535713533923,1.4262034416151128,0.6481309055271705,0.37285680198149884,0.9711024993086325,0.22299019342149176,0.12694375646445008
